sentence_id,translation,original_sentence,textnorm_sentence,audionorm_sentence,audio_quality,extra_speech,missing_speech,mistranscription,comment,final_sentence
19945,‘step on the snake!’ (far away),àrlá r̀ŋɔ̀,àɾl̀á r̀ŋɔ̀,àɾl̀á r̀ŋɔ̀,3.0,False,False,False,,àɾl̀á r̀ŋɔ̀
5942,They chased the gazelle (towards) yesterday,lɛ̀rlɛ̀ɲí úðɛ̀ ùnɛ̀ɾɛ̀,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́ɾɛ́,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́ɾɛ́,3.0,False,False,False,,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́rɛ́
12402,Don't rest! (far),àt̪ áŋɔ̀ŋnɔ́ dɛ̀,át̪ú áŋàŋìnɔ́ dɛ̀,àt̪ áŋɔ̀ŋnɔ́ dɛ̀,3.0,False,False,False,,àt̪á áŋɔ̀ŋnɔ́ dɛ̀
5571,They touched the stone yesterday (and are still here).,lɛ̀dí álɛ́ ùnɛ́ɾɛ́,lɜ̀dí álɛ́ ùnɛ́ɾɛ́,lɜ̀dí álɛ́ ùnɛ́ɾɛ́,3.0,False,False,False,,lɜ̀dí álɛ́ ùnɛ́rɛ́
11714,Kuku chopped meat at home (and left),kúkù kàðát̪ɛ̀ ɛ̀ðɛ̀ ánú dùn,kúkù kà_ðát̪ɛ̀ ɛ̀ðɛ̀ ánó dún,kúkù kà_ðát̪ɛ̀ ɛ̀ðɛ̀ ánó dún,3.0,False,False,False,,kúkù kà_ðát̪ɛ̀ ɛ̀ðɛ̀ ánó dún
15159,,lárɔ́ðà nd̪ɔ̀bà,lá_ɾɔ́ðà nd̪ɔ̀bà,lá_ɾɔ́ðà nd̪ɔ̀bà,3.0,False,False,False,,lá_ɾɔ́ðà nd̪ɔ̀bà
10433,They will stab the lion tomorrow,lárà t̪òlèɲá nd̪ɔ̀bà,láɾà t̪òlèɲá nd̪ɔ̀bà,láɾà t̪òlèɲá nd̪ɔ̀bà,3.0,False,False,False,,láɾà t̪òlèɲá nd̪ɔ̀bà
16735,Parts of: You gave Kuku the snake,kə̀ŋàcáŋá,kə̀ŋàcáŋá,kə̀ŋàcáŋá ŕŋɔ̀,3.0,False,False,False,,kə̀ŋàcáŋá r̀ŋɔ̀
5512,Eat his/her food!,ját̪ɔ́ ŋɔ̀mɔ̀,ját̪ɔ́ ŋɔ̀mɔ̀,ját̪ɔ́ ŋɔ̀mɔ̀,3.0,False,False,False,,ját̪ɔ́ ŋɔ̀mɔ̀
15836,They will go to braid themselves tomorrow,lɛ́là ðɛ́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,ɛ́là ðə́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,lɛ́là ðə̀kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,3.0,False,False,False,,lɛ́là ðə̀kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà
4255,He is going to cut the rope,ŋgɛ́là ŋə̀t̪ə́vɛ̀ ðár,ŋgɛ́l ŋə̀t̪ə̀vɛ̀ ðár,ŋgɛ́là ŋə̀t̪ə́vɛ̀ ðár,3.0,False,False,False,,ŋgɛ́là ŋə̀t̪ə́vɛ̀ ðàr
12817,He ate food and put the ball on the table yesterday (far),kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɽà lə̀bʊ́ nàré únɛ̀ɾɛ̀,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɽà lə̀bú nàré únɛ́ɾɛ́,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɽà lə̀bú nàré únɛ́ɾɛ́,3.0,False,False,False,,kìjɔ́ ŋɔ̀mɔ̀ nɛ̀ ŋáɽà lə̀bú nàré ùnɛ́rɛ́
6661,Those two pots (are big),ŋídí ŋíɽìcàn ŋǎi ŋə̀ɽá,ŋídí ŋúɽcà ŋâj ŋə̀ɽà,ŋídí ŋúɽcà ŋǎi ŋə̀ɽá,3.0,False,False,False,,ŋídí ŋúɽcà ŋâj ŋə̀ɽà
10780,I put the food inside the bird,jâɽó lɔ́mɔ̀ káré kúɽùɔ̀,jáɽó lɔ́mɔ̀ káɾɛ̀ kúɽì,jáɽó lɔ́mɔ̀ káré kúɽùɔ̀,3.0,False,False,False,,jáɽó lɔ̀mɔ̀ káré kúɽùɔ̀
18999,the shepherd is you,ànáŋá íjɔ́,náŋà íjɔ́,ànáŋá íjɔ́,3.0,False,False,False,,ànàŋá íjɔ̀
5984,They will dance ámúðɛ́ tomorrow,lárdà ámúðɛ́ nd̪ɔ̀bà,lá_ŕdà ámúðɛ́ nd̪ɔ̀bà,lá_ŕdà ámúðɛ́ nd̪ɔ̀bà,3.0,False,False,False,,lá_ŕdà ámúðɛ́ nd̪ɔ̀bà
7882,The monkeys are good.,lòtùwɛ́l lìcə̀lò,lòtùwɛ́l lìcə̀lò,lòtùwɛ́l lìcə̀lò,3.0,False,False,False,,lòtùwɛ́l lìcə̀lò
19898,wait,ámácí,ámácí,ámácí,3.0,False,False,False,,ámácí
18790,farming,ðə́lá ɽà,ðólá t̪à,ðə́láɽá,3.0,False,False,False,,ðə́láɽá
276,You saw you and me yesterday in the picture.,âŋt̪átɛ́ ùnɛ́ɾɛ́ kújɛ̀l,t̪átɛ́ ùnɛ́ɾɛ́ újɛ̀l,âŋt̪átɛ́ ùnɛ́ɾɛ́ kújɛ̀l,3.0,False,False,False,,âŋt̪átɛ́ ùnɛ́rɛ́ kújɛ̀l
10578,Tell them to push the bicycle at home now (away),árt̪ɔ́l ldɔ̀ŋðàt̪ɛ̀ lə̀vàvrà dún t̪ɔ́wə̀nì,t̪ɔ́ɾt̪ɔ́l lə́dɔ̀ŋðàt̪ɛ̀ lə̀vàvɾà dún t̪ɔ́wɜ̀nì,árt̪ɔ́l lə̀dɔ̀ŋðàt̪ɛ̀ lə̀vàvrà dún t̪ɔ́wɜ̀nì,3.0,False,False,False,,árt̪ɔ́l lə̀dɔ̀ŋðàt̪ɛ̀ lə̀vàvrà dún t̪ɔ̀wɜ̀ni
10632,Milk the cow at home now,ɟíðɜ́cí dìjɔ́ dùn,ɟíðɛ́cí dìjɔ́ dún,ɟíðɛ́cí dìjɔ́ dún,3.0,False,False,False,,ɟíðɛ́cí dìjɔ́ dún
14015,They will go to find the cat tomorrow,lɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀vlà nd̪ɔ̀bà,ɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀là nd̪ɔ̀bà,lɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀vlà nd̪ɔ̀bà,3.0,False,False,False,,lɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀vlà nd̪ɔ̀bà
19144,snake,rŋɔ̀,ŕŋɔ̀,ŕŋɔ̀,3.0,False,False,False,,r̀ŋɔ̀
2198,If there are no herbs I will swallow/take medicine,án ìdɜ̀ɽì kèró íŋgárnà ɲiroba,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá_ŕnà ŋrɔ̂bà,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá_ŕnà ŋrɔ̂bà,3.0,False,False,False,,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá_ŕnà ŋrɔ́bà
9992,Don't push the bicycles! (towards),àt̪á dɔ̀ŋðɔ́ lə́vàvrà dɛ̀,àɽá dɔ̀ŋðɔ́ lə́vàvɾà dɛ̀,àt̪á dɔ̀ŋðɔ́ lə́vàvrà dɛ̀,3.0,False,False,False,,àt̪á dɔ̀ŋðɔ́ lə̀vàvrà dɛ̀
19851,cut/chop/hash the meat,ðɔ́ ɛ̀ðɛ̀,ðɔ́ ɛ̀ðɛ̀,ðɔ́ ɛ̀ðɛ̀,3.0,False,False,False,,ðɔ́ ɛ̀ðɛ̀
17518,"""I came to speak with you. The hare is very weak. He said you have been eating all his meat""",jít̪ɔ́ lí lɔ́ɽǎ ŋìðìní kə̀rə̀mná kàɾú ŋgàó ŋgájájât̪à ɛ̀ðɛ̀,jít̪ɔ́ ílí lɔ́ɽá ŋìðìjí kə̀r̀nà kàɾó ŋgá ŋgá_jájàt̪à ɛ̀ðɛ̀,jít̪ɔ́ lí lɔ́ɽá ŋìðìní kə̀rə̀mná kàɾú ŋgàó ŋgájájàt̪à ɛ̀ðɛ̀,3.0,False,False,False,,jít̪ɔ̀ lí lɔ́ɽá ŋìðɛ̀ní kə̀rə̀mná kàɾú ŋgàó ŋgájájàt̪à ɛ̀ðɛ̀
4981,They will build a house tomorrow,lɔ́dâ ìŋnà nd̪ɔ̀bà,lɔ́dà ə̀ŋná nd̪ɔ̀bà,lɔ́dà ə̀ŋná nd̪ɔ̀bà,3.0,False,False,False,,lɔ́dà ə̀ŋná nd̪ɔ̀bà
16445,The back (body part) is good.,lɔ́ɾɔ́ lìcɽò,lɔ́ɾɔ́ lìcò,lɔ́ɾɔ́ lìcə̀lò,3.0,False,False,False,,lɔ́ɾɔ́ lìcə̀lò
6870,They pushed the goat yesterday (and left),làdɔ́ŋðɛ̀ r̀ɽò ùnɛ̀ɾɛ̀,là_dɔ́ŋðɛ̀ r̀ɽò ùnɛ́ɾɛ́,là_dɔ́ŋðɛ̀ r̀ɽò ùnɛ́ɾɛ́,3.0,False,False,False,,là_dɔ́ŋðɛ̀ r̀ɽò ùnɛ́rɛ́
4288,We (excl) are going to cut the rope,ɲàlɛ́là ðə́t̪ə́và ðàr,ɲàĺl ðə́t̪ə́vá ðár,ɲàlɛ́là ðə́t̪ə́và ðàr,3.0,False,False,False,,ɲàlɛ́là ðə́t̪ə́và ðàr
20288,my sibling-in-law,ìbɛ̀j,ìbɛ́j,ìbɛ́j,3.0,False,False,False,,ìbɛ́j
19555,Run fast (towards speaker),ɔ̀ɽá t̪ə̀màn,ɔ̀ɽá t̪ə̀mànì,ɔ̀ɽá t̪ə̀màn,3.0,False,False,False,,ɔ̀ɽá t̪ə̀màn
9330,Refuse Kuku now!,nɛ́ðɔ́ kúkùŋú t̪ɔ̀wə̀nì,nɛ́ðɔ́ kúkùŋú t̪ɔ́wɜ̀nì,nɛ́ðɔ́ kúkùŋú t̪ɔ́wɜ̀nì,3.0,False,False,False,,nɛ́ðɔ́ kúkùŋú t̪ɔ̀wɜ̀ni
14747,You will help him tomorrow (here).,ŋgá ɔ̀ɽɟɛ̀cà ánó nd̪ɔ̀bà,ŋgá ɔ̀ɽɟɛ̀cá ánó nd̪ɔ̀bà,ŋgá ɔ̀ɽɟɛ̀cá ánó nd̪ɔ̀bà,3.0,False,False,False,,ŋgà ɔ̀ɽɟɛ̀cá ánó nd̪ɔ̀bà
15428,They will destroy tomorrow.,lákɛ́ɾà nd̪ɔ̀bà,lá_kɛ́ɾà nd̪ɔ̀bà,lá_kɛ́ɾà nd̪ɔ̀bà,3.0,False,False,False,,lá_kɛ́ɾà nd̪ɔ̀bà
12759,They will go to mix the herbs tomorrow,lɛ́là ðúɽðìðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,ɛ́là ðúɽìðìðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,lɛ́là ðúɽðìðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,3.0,False,False,False,,lɛ́là ðúɽðìðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà
13603,They will go to drink water tomorrow.,lɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà,ɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà,lɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà,3.0,False,False,False,,lɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà
17344,The fish is good.,ʊ̀mì kìcə̀lò,ʊ̀mì kìcə̀lò,ʊ̀mì kìcə̀lò,3.0,False,False,False,,ʊ̀mì kìcəlò
14399,He ate food and said ‘jump!’ yesterday (far),kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋárà àbrú unɛɾɛ,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɾà àbr̀ó únɛ́ɾɛ́,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɾà àbr̀ó únɛ́ɾɛ́,3.0,False,False,False,,kìjɔ́ ŋɔ̀mɔ̀ nɛ̀ ŋáɾà àbr̀ó ùnɛ́rɛ́
5558,They swept the floor yesterday (and left),làvráðɛ̀ ùnɛ̀ɾɛ̀,là_vɾáðɛ̀ ùnɛ́ɾɛ́,là_vɾáðɛ̀ ùnɛ́ɾɛ́,3.0,False,False,False,,là_vɾáðɛ̀ ùnɛ́rɛ́
19458,Parts of: They will wrestle the man tomorrow,lábùlíjé,lá_bùlìjí,lá_bùlìjí,3.0,False,False,False,,lá_bùlìjí
12821,They will go to put the ball on the table tomorrow,lɛ́là ðáɽà lə̀bʊ́ nàré nd̪ɔ̀bà,ɛ́là ðáɽà lə̀bú nàré nd̪ɔ̀bà,lɛ́là ðáɽà lə̀bú nàré nd̪ɔ̀bà,3.0,False,False,False,,lɛ́là ðáɽà lə̀bú nàré nd̪ɔ̀bà
14491,They will go to extinguish the fire tomorrow,lɛ́là ðə́ɽìɲà íjɔ́ nd̪ɔ̀bà,ɛ́là ðə́ɽìɲà íjɔ́ nd̪ɔ̀bà,ɛ́là ðə́ɽìɲà íjɔ́ nd̪ɔ̀bà,3.0,False,False,False,,ɛ́là ðə́ɽìɲà íjɔ̀ nd̪ɔ̀bà
16492,The lion is tall,t̪òlí t̪ɔ̀là,t̪òlé t̪ɔ̀là,t̪òlé t̪ɔ̀là,3.0,False,False,False,,t̪òlé t̪ɔ̀là
17540,pour water,ɾácí ŋávɛ̀,ɾácí ŋávɛ́,ɾácí ŋávɛ́,3.0,False,False,False,,ɾácí ŋávɛ́
19745,‘chew meat for someone!’,jáít̪ɔ́ ɛ̀ðɛ̀,jájít̪ɔ́ ɛ̀ðɛ̀,jájít̪ɔ́ ɛ̀ðɛ̀,3.0,False,False,False,,jájít̪ɔ́ ɛ̀ðɛ̀
4986,They will build a house tomorrow (far away),lɔ́dɔ́ íŋnà nd̪ɔ̀bà,lɔ́dɔ́ ə́ŋná nd̪ɔ̀bà,,,,,,,
17486,‘Hit something now (far)!’,bə̀ɽɔ́ t̪ɔ́wə̀nì,bìɽɔ́ t̪ɔ́wɜ̀nì,,,,,,,
